<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
02/17/22;08:54:00;1650.0000000;1650.0000000;1645.2000000;1645.4000000;2309
02/17/22;08:55:00;1645.4000000;1647.4000000;1645.4000000;1646.4000000;142
02/17/22;08:56:00;1646.0000000;1646.8000000;1645.4000000;1645.4000000;202
02/17/22;08:57:00;1645.6000000;1647.0000000;1645.4000000;1646.8000000;130
02/17/22;08:58:00;1645.6000000;1647.0000000;1645.2000000;1645.2000000;391
02/17/22;08:59:00;1645.2000000;1647.0000000;1645.0000000;1646.4000000;3374
02/17/22;09:00:00;1646.2000000;1647.0000000;1645.2000000;1646.0000000;95
02/17/22;09:01:00;1646.2000000;1646.4000000;1644.0000000;1645.2000000;4930
02/17/22;09:02:00;1646.0000000;1647.0000000;1645.0000000;1647.0000000;308
02/17/22;09:03:00;1647.0000000;1647.2000000;1645.2000000;1645.4000000;15
02/17/22;09:04:00;1645.2000000;1646.2000000;1644.0000000;1644.8000000;5304
02/17/22;09:05:00;1644.0000000;1645.0000000;1643.4000000;1643.4000000;971
02/17/22;09:06:00;1643.4000000;1644.8000000;1643.4000000;1644.8000000;2410
02/17/22;09:07:00;1644.0000000;1644.8000000;1643.0000000;1644.8000000;714
02/17/22;09:08:00;1645.0000000;1646.0000000;1643.0000000;1644.0000000;2672
02/17/22;09:09:00;1643.0000000;1644.0000000;1641.0000000;1641.6000000;2664
02/17/22;09:10:00;1641.6000000;1643.6000000;1641.6000000;1641.8000000;295
02/17/22;09:11:00;1643.6000000;1643.6000000;1641.4000000;1642.0000000;223
02/17/22;09:12:00;1642.8000000;1642.8000000;1641.0000000;1641.0000000;912
02/17/22;09:13:00;1641.0000000;1642.0000000;1640.2000000;1641.0000000;2046
02/17/22;09:14:00;1640.4000000;1640.6000000;1639.0000000;1640.2000000;2801
02/17/22;09:15:00;1640.0000000;1640.6000000;1636.6000000;1639.4000000;4145
02/17/22;09:16:00;1639.4000000;1642.4000000;1638.0000000;1642.4000000;1214
02/17/22;09:17:00;1640.4000000;1642.4000000;1640.0000000;1640.0000000;807
02/17/22;09:18:00;1641.2000000;1641.4000000;1639.2000000;1639.2000000;991
02/17/22;09:19:00;1639.0000000;1639.8000000;1638.2000000;1638.4000000;185
02/17/22;09:20:00;1639.0000000;1641.0000000;1638.8000000;1641.0000000;1624
02/17/22;09:21:00;1641.0000000;1641.4000000;1638.4000000;1641.4000000;1715
02/17/22;09:22:00;1639.8000000;1643.4000000;1639.2000000;1643.4000000;1511
02/17/22;09:23:00;1643.6000000;1644.6000000;1639.6000000;1639.6000000;4855
02/17/22;09:24:00;1640.0000000;1641.8000000;1639.4000000;1640.6000000;441
02/17/22;09:25:00;1640.0000000;1641.2000000;1639.6000000;1639.6000000;769
02/17/22;09:26:00;1639.6000000;1640.4000000;1639.6000000;1640.2000000;614
02/17/22;09:27:00;1640.8000000;1641.8000000;1640.2000000;1641.8000000;1039
02/17/22;09:28:00;1641.8000000;1641.8000000;1640.4000000;1641.6000000;2657
02/17/22;09:29:00;1641.0000000;1641.8000000;1639.2000000;1640.8000000;1376
02/17/22;09:30:00;1640.8000000;1641.8000000;1639.4000000;1641.8000000;623
02/17/22;09:31:00;1641.8000000;1641.8000000;1640.0000000;1640.0000000;633
02/17/22;09:32:00;1640.0000000;1641.0000000;1639.6000000;1641.0000000;307
02/17/22;09:33:00;1640.2000000;1641.6000000;1640.0000000;1641.0000000;317
02/17/22;09:34:00;1640.0000000;1640.0000000;1637.0000000;1638.0000000;4524
02/17/22;09:35:00;1638.0000000;1641.2000000;1638.0000000;1641.2000000;971
02/17/22;09:36:00;1641.2000000;1641.2000000;1638.0000000;1638.2000000;1640
02/17/22;09:37:00;1639.2000000;1641.6000000;1638.2000000;1640.4000000;488
02/17/22;09:38:00;1640.6000000;1641.6000000;1639.4000000;1641.6000000;570
02/17/22;09:39:00;1641.6000000;1641.8000000;1638.2000000;1639.8000000;1145
02/17/22;09:40:00;1639.8000000;1640.6000000;1638.4000000;1638.6000000;415
02/17/22;09:41:00;1639.4000000;1641.6000000;1639.2000000;1641.2000000;905
02/17/22;09:42:00;1641.8000000;1641.8000000;1640.8000000;1641.6000000;600
02/17/22;09:43:00;1641.8000000;1641.8000000;1640.4000000;1640.4000000;410
02/17/22;09:44:00;1641.6000000;1641.8000000;1640.6000000;1641.8000000;511
02/17/22;09:45:00;1640.8000000;1641.8000000;1640.2000000;1640.4000000;756
02/17/22;09:46:00;1640.8000000;1641.0000000;1640.2000000;1641.0000000;407
02/17/22;09:47:00;1640.2000000;1641.8000000;1640.0000000;1641.0000000;4590
02/17/22;09:48:00;1641.8000000;1641.8000000;1640.2000000;1641.8000000;1378
02/17/22;09:49:00;1641.8000000;1641.8000000;1641.2000000;1641.8000000;7108
02/17/22;09:50:00;1641.4000000;1641.8000000;1641.4000000;1641.8000000;2752
02/17/22;09:51:00;1641.8000000;1641.8000000;1641.2000000;1641.8000000;1702
02/17/22;09:52:00;1641.8000000;1641.8000000;1641.2000000;1641.8000000;3208
02/17/22;09:53:00;1641.8000000;1645.4000000;1641.8000000;1642.8000000;3788
02/17/22;09:54:00;1643.0000000;1644.6000000;1643.0000000;1644.0000000;548
02/17/22;09:55:00;1644.6000000;1644.6000000;1643.6000000;1644.0000000;346
02/17/22;09:56:00;1644.0000000;1644.6000000;1643.4000000;1644.6000000;916
02/17/22;09:57:00;1643.6000000;1644.0000000;1642.0000000;1642.6000000;352
02/17/22;09:58:00;1643.8000000;1643.8000000;1642.6000000;1643.2000000;419
02/17/22;09:59:00;1642.4000000;1643.6000000;1642.4000000;1643.6000000;22
02/17/22;10:00:00;1642.2000000;1643.6000000;1642.0000000;1642.8000000;425
02/17/22;10:01:00;1642.6000000;1643.2000000;1642.0000000;1642.4000000;323
02/17/22;10:02:00;1642.8000000;1643.4000000;1641.4000000;1642.8000000;352
02/17/22;10:03:00;1642.4000000;1644.0000000;1641.4000000;1643.6000000;1193
02/17/22;10:04:00;1643.8000000;1644.0000000;1642.4000000;1643.2000000;7555
02/17/22;10:05:00;1643.0000000;1643.6000000;1642.0000000;1642.8000000;285
02/17/22;10:06:00;1643.0000000;1644.0000000;1643.0000000;1644.0000000;2008
02/17/22;10:07:00;1643.8000000;1644.0000000;1642.8000000;1644.0000000;2318
02/17/22;10:08:00;1644.0000000;1649.8000000;1643.8000000;1649.0000000;5115
02/17/22;10:09:00;1649.0000000;1649.0000000;1647.4000000;1648.6000000;819
02/17/22;10:10:00;1648.6000000;1648.8000000;1646.4000000;1646.4000000;89
02/17/22;10:11:00;1646.0000000;1648.6000000;1645.0000000;1648.6000000;1483
02/17/22;10:12:00;1648.4000000;1648.4000000;1643.2000000;1644.0000000;2144
02/17/22;10:13:00;1645.0000000;1647.6000000;1644.6000000;1647.0000000;575
02/17/22;10:14:00;1646.2000000;1647.6000000;1645.2000000;1646.6000000;440
02/17/22;10:15:00;1646.6000000;1647.8000000;1646.6000000;1647.2000000;314
02/17/22;10:16:00;1647.0000000;1647.0000000;1645.2000000;1645.2000000;351
02/17/22;10:17:00;1646.4000000;1647.6000000;1646.4000000;1647.4000000;233
02/17/22;10:18:00;1647.2000000;1647.8000000;1646.2000000;1647.8000000;562
02/17/22;10:19:00;1647.8000000;1647.8000000;1646.8000000;1647.0000000;212
02/17/22;10:20:00;1647.8000000;1649.6000000;1647.8000000;1649.0000000;421
02/17/22;10:21:00;1649.0000000;1651.0000000;1647.8000000;1650.0000000;4473
02/17/22;10:22:00;1651.0000000;1651.0000000;1648.8000000;1648.8000000;362
02/17/22;10:23:00;1649.8000000;1652.4000000;1649.0000000;1651.4000000;5938
02/17/22;10:24:00;1651.0000000;1652.8000000;1650.4000000;1652.0000000;639
02/17/22;10:25:00;1650.8000000;1652.0000000;1650.2000000;1651.6000000;532
02/17/22;10:26:00;1651.6000000;1651.6000000;1650.0000000;1650.0000000;10839
02/17/22;10:27:00;1650.0000000;1651.0000000;1650.0000000;1650.2000000;1128
02/17/22;10:28:00;1650.6000000;1652.0000000;1650.0000000;1651.8000000;206
02/17/22;10:29:00;1651.8000000;1651.8000000;1651.0000000;1651.0000000;303
02/17/22;10:30:00;1650.0000000;1651.0000000;1650.0000000;1650.2000000;311
02/17/22;10:31:00;1650.2000000;1652.2000000;1650.0000000;1652.2000000;8020
02/17/22;10:32:00;1652.2000000;1655.0000000;1652.2000000;1654.6000000;3787
02/17/22;10:33:00;1654.0000000;1654.2000000;1653.4000000;1654.2000000;84
02/17/22;10:34:00;1654.6000000;1654.6000000;1652.0000000;1652.0000000;529
02/17/22;10:35:00;1653.8000000;1654.4000000;1652.4000000;1654.4000000;293
02/17/22;10:36:00;1653.4000000;1654.4000000;1652.0000000;1652.6000000;669
02/17/22;10:37:00;1652.8000000;1654.0000000;1652.8000000;1653.8000000;126
02/17/22;10:38:00;1653.6000000;1654.4000000;1653.4000000;1653.8000000;540
02/17/22;10:39:00;1653.8000000;1654.0000000;1652.0000000;1653.4000000;1969
02/17/22;10:40:00;1652.2000000;1653.2000000;1652.2000000;1653.0000000;350
02/17/22;10:41:00;1652.0000000;1653.0000000;1652.0000000;1652.0000000;3473
02/17/22;10:42:00;1652.0000000;1654.0000000;1652.0000000;1653.6000000;723
02/17/22;10:43:00;1653.6000000;1654.0000000;1652.0000000;1653.6000000;203
02/17/22;10:44:00;1653.6000000;1653.6000000;1652.2000000;1652.2000000;63
02/17/22;10:45:00;1652.2000000;1652.8000000;1652.0000000;1652.0000000;1736
02/17/22;10:46:00;1652.8000000;1654.2000000;1652.0000000;1654.2000000;622
02/17/22;10:47:00;1654.0000000;1655.0000000;1653.8000000;1654.6000000;1200
02/17/22;10:48:00;1655.0000000;1656.0000000;1654.4000000;1655.0000000;2107
02/17/22;10:49:00;1655.0000000;1658.0000000;1655.0000000;1658.0000000;2503
02/17/22;10:50:00;1657.4000000;1658.0000000;1656.2000000;1657.6000000;267
02/17/22;10:51:00;1656.4000000;1658.6000000;1656.4000000;1657.0000000;3788
02/17/22;10:52:00;1657.0000000;1659.6000000;1655.6000000;1659.4000000;958
02/17/22;10:53:00;1659.8000000;1662.0000000;1658.8000000;1660.4000000;3661
02/17/22;10:54:00;1660.4000000;1661.6000000;1660.0000000;1660.2000000;1145
02/17/22;10:55:00;1661.2000000;1663.4000000;1660.2000000;1661.2000000;1236
02/17/22;10:56:00;1661.0000000;1662.0000000;1660.0000000;1661.4000000;773
02/17/22;10:57:00;1660.2000000;1661.8000000;1660.0000000;1661.4000000;87
02/17/22;10:58:00;1660.0000000;1662.0000000;1660.0000000;1660.8000000;1757
02/17/22;10:59:00;1661.0000000;1661.8000000;1660.0000000;1661.2000000;469
02/17/22;11:00:00;1661.2000000;1661.2000000;1660.0000000;1660.0000000;1230
02/17/22;11:01:00;1660.0000000;1667.8000000;1660.0000000;1666.2000000;7174
02/17/22;11:02:00;1665.2000000;1665.2000000;1663.2000000;1665.0000000;1598
02/17/22;11:03:00;1663.6000000;1664.4000000;1662.4000000;1664.0000000;300
02/17/22;11:04:00;1664.0000000;1667.8000000;1663.8000000;1666.6000000;3476
02/17/22;11:05:00;1666.2000000;1667.0000000;1665.6000000;1666.8000000;620
02/17/22;11:06:00;1666.0000000;1666.8000000;1664.4000000;1664.8000000;2408
02/17/22;11:07:00;1664.0000000;1664.6000000;1661.4000000;1662.2000000;2322
02/17/22;11:08:00;1662.0000000;1663.2000000;1660.2000000;1663.2000000;1212
02/17/22;11:09:00;1661.6000000;1662.6000000;1660.0000000;1660.0000000;3564
02/17/22;11:10:00;1661.0000000;1661.6000000;1660.0000000;1661.6000000;2795
02/17/22;11:11:00;1661.8000000;1662.8000000;1661.8000000;1662.0000000;1047
02/17/22;11:12:00;1662.8000000;1662.8000000;1661.2000000;1661.2000000;232
02/17/22;11:13:00;1662.2000000;1663.0000000;1661.0000000;1662.2000000;1116
02/17/22;11:14:00;1662.6000000;1665.6000000;1662.6000000;1664.8000000;3049
02/17/22;11:15:00;1664.2000000;1665.0000000;1663.0000000;1664.4000000;1262
02/17/22;11:16:00;1664.4000000;1665.0000000;1662.2000000;1662.2000000;602
02/17/22;11:17:00;1663.0000000;1663.0000000;1660.0000000;1660.2000000;220
02/17/22;11:18:00;1660.2000000;1660.6000000;1660.0000000;1660.0000000;4514
02/17/22;11:19:00;1660.0000000;1660.0000000;1655.4000000;1656.2000000;1889
02/17/22;11:20:00;1657.0000000;1658.2000000;1656.2000000;1656.4000000;1962
02/17/22;11:21:00;1656.8000000;1661.6000000;1656.4000000;1661.6000000;3216
02/17/22;11:22:00;1660.4000000;1661.4000000;1659.4000000;1660.8000000;1149
02/17/22;11:23:00;1660.8000000;1661.8000000;1660.2000000;1660.8000000;409
02/17/22;11:24:00;1660.8000000;1662.4000000;1660.8000000;1661.4000000;1642
02/17/22;11:25:00;1661.0000000;1661.0000000;1656.8000000;1656.8000000;3828
02/17/22;11:26:00;1656.8000000;1658.4000000;1656.6000000;1657.0000000;471
02/17/22;11:27:00;1656.6000000;1657.4000000;1655.6000000;1655.6000000;590
02/17/22;11:28:00;1655.6000000;1656.0000000;1655.0000000;1655.0000000;4059
02/17/22;11:29:00;1655.2000000;1657.2000000;1655.0000000;1655.8000000;7256
02/17/22;11:30:00;1656.4000000;1656.8000000;1655.0000000;1655.8000000;2938
02/17/22;11:31:00;1656.6000000;1657.0000000;1652.4000000;1653.0000000;2599
02/17/22;11:32:00;1653.0000000;1654.0000000;1647.6000000;1648.4000000;6205
02/17/22;11:33:00;1647.8000000;1647.8000000;1645.8000000;1647.4000000;4326
02/17/22;11:34:00;1646.8000000;1649.4000000;1646.6000000;1649.4000000;680
02/17/22;11:35:00;1648.6000000;1648.6000000;1641.8000000;1642.6000000;31160
02/17/22;11:36:00;1642.6000000;1644.2000000;1638.0000000;1640.0000000;24617
02/17/22;11:37:00;1639.6000000;1642.2000000;1639.0000000;1641.8000000;4781
02/17/22;11:38:00;1642.4000000;1645.8000000;1642.2000000;1644.2000000;1083
02/17/22;11:39:00;1644.0000000;1645.4000000;1642.2000000;1645.0000000;2204
02/17/22;11:40:00;1645.0000000;1645.2000000;1643.8000000;1644.8000000;1399
02/17/22;11:41:00;1645.0000000;1645.0000000;1640.8000000;1642.6000000;3283
02/17/22;11:42:00;1642.2000000;1643.2000000;1640.0000000;1640.0000000;3037
02/17/22;11:43:00;1640.6000000;1642.6000000;1640.6000000;1641.4000000;1919
02/17/22;11:44:00;1641.4000000;1645.2000000;1640.2000000;1641.6000000;7288
02/17/22;11:45:00;1640.4000000;1643.4000000;1640.0000000;1642.4000000;5214
02/17/22;11:46:00;1641.8000000;1641.8000000;1640.0000000;1641.2000000;1632
02/17/22;11:47:00;1640.8000000;1641.4000000;1640.0000000;1641.0000000;5812
02/17/22;11:48:00;1640.4000000;1644.4000000;1640.0000000;1642.4000000;3214
02/17/22;11:49:00;1644.0000000;1644.8000000;1642.8000000;1643.2000000;4874
02/17/22;11:50:00;1643.0000000;1644.8000000;1641.2000000;1644.4000000;3197
02/17/22;11:51:00;1643.6000000;1645.0000000;1643.4000000;1645.0000000;2087
02/17/22;11:52:00;1644.4000000;1646.8000000;1644.4000000;1646.0000000;790
02/17/22;11:53:00;1646.8000000;1646.8000000;1641.2000000;1642.8000000;6555
02/17/22;11:54:00;1642.6000000;1644.4000000;1642.2000000;1643.2000000;602
02/17/22;11:55:00;1643.6000000;1648.0000000;1643.0000000;1648.0000000;2477
02/17/22;11:56:00;1648.0000000;1648.8000000;1645.0000000;1645.4000000;6112
02/17/22;11:57:00;1646.0000000;1647.0000000;1644.6000000;1645.0000000;1749
02/17/22;11:58:00;1645.2000000;1649.2000000;1644.6000000;1648.4000000;2823
02/17/22;11:59:00;1648.6000000;1650.6000000;1644.2000000;1645.0000000;26472
02/17/22;12:00:00;1645.8000000;1645.8000000;1644.0000000;1645.4000000;1121
02/17/22;12:01:00;1645.4000000;1647.4000000;1645.4000000;1646.0000000;2061
02/17/22;12:02:00;1646.4000000;1647.8000000;1646.0000000;1647.6000000;4777
02/17/22;12:03:00;1647.0000000;1649.8000000;1646.4000000;1646.4000000;3509
02/17/22;12:04:00;1648.2000000;1649.6000000;1647.4000000;1649.0000000;1044
02/17/22;12:05:00;1649.6000000;1649.6000000;1647.6000000;1648.0000000;2157
02/17/22;12:06:00;1648.0000000;1649.2000000;1648.0000000;1648.2000000;604
02/17/22;12:07:00;1649.2000000;1649.2000000;1647.4000000;1648.0000000;1576
02/17/22;12:08:00;1648.4000000;1648.6000000;1647.2000000;1648.0000000;782
02/17/22;12:09:00;1648.4000000;1648.4000000;1646.0000000;1646.0000000;4111
02/17/22;12:10:00;1646.2000000;1648.0000000;1646.0000000;1646.0000000;2892
02/17/22;12:11:00;1646.2000000;1647.6000000;1646.0000000;1647.0000000;1561
02/17/22;12:12:00;1647.6000000;1648.4000000;1647.0000000;1647.0000000;575
02/17/22;12:13:00;1647.0000000;1647.4000000;1646.0000000;1646.0000000;1013
02/17/22;12:14:00;1646.0000000;1647.0000000;1646.0000000;1646.6000000;4816
02/17/22;12:15:00;1646.6000000;1647.0000000;1646.0000000;1646.0000000;480
02/17/22;12:16:00;1646.6000000;1647.0000000;1646.0000000;1646.0000000;7757
02/17/22;12:17:00;1646.2000000;1647.0000000;1646.2000000;1646.6000000;555
02/17/22;12:18:00;1646.2000000;1647.0000000;1646.2000000;1646.8000000;788
02/17/22;12:19:00;1646.4000000;1647.0000000;1646.0000000;1646.2000000;1140
02/17/22;12:20:00;1646.0000000;1647.0000000;1646.0000000;1646.6000000;7803
02/17/22;12:21:00;1646.8000000;1647.0000000;1646.2000000;1646.2000000;937
02/17/22;12:22:00;1646.8000000;1646.8000000;1646.0000000;1646.0000000;432
02/17/22;12:23:00;1646.2000000;1646.4000000;1646.0000000;1646.2000000;7867
02/17/22;12:24:00;1646.8000000;1647.0000000;1646.4000000;1646.4000000;161
02/17/22;12:25:00;1646.8000000;1649.4000000;1646.0000000;1649.0000000;2166
02/17/22;12:26:00;1648.4000000;1649.0000000;1647.8000000;1649.0000000;1027
02/17/22;12:27:00;1648.6000000;1649.6000000;1648.6000000;1649.0000000;509
02/17/22;12:28:00;1649.0000000;1650.0000000;1648.6000000;1649.8000000;1994
02/17/22;12:29:00;1650.2000000;1652.4000000;1650.2000000;1651.6000000;1636
02/17/22;12:30:00;1650.8000000;1651.2000000;1649.6000000;1650.4000000;1103
02/17/22;12:31:00;1650.2000000;1650.4000000;1648.0000000;1649.4000000;982
02/17/22;12:32:00;1649.4000000;1649.4000000;1647.4000000;1648.0000000;415
02/17/22;12:33:00;1647.6000000;1648.6000000;1647.0000000;1648.6000000;481
02/17/22;12:34:00;1647.8000000;1648.6000000;1647.4000000;1648.0000000;1145
02/17/22;12:35:00;1648.2000000;1650.0000000;1648.0000000;1649.8000000;1143
02/17/22;12:36:00;1649.0000000;1649.8000000;1648.2000000;1648.2000000;469
02/17/22;12:37:00;1648.2000000;1648.4000000;1647.0000000;1647.4000000;863
02/17/22;12:38:00;1647.4000000;1647.4000000;1646.4000000;1646.4000000;153
02/17/22;12:39:00;1647.0000000;1647.8000000;1647.0000000;1647.6000000;921
02/17/22;12:40:00;1647.8000000;1649.0000000;1647.8000000;1648.0000000;541
02/17/22;12:41:00;1647.2000000;1648.2000000;1647.2000000;1648.2000000;11
02/17/22;12:42:00;1647.4000000;1648.4000000;1647.0000000;1647.0000000;677
02/17/22;12:43:00;1647.0000000;1647.0000000;1646.0000000;1647.0000000;986
02/17/22;12:44:00;1646.6000000;1647.4000000;1646.6000000;1647.4000000;188
02/17/22;12:45:00;1647.0000000;1648.4000000;1646.2000000;1647.4000000;1522
02/17/22;12:46:00;1647.6000000;1649.0000000;1647.2000000;1649.0000000;1564
02/17/22;12:47:00;1649.0000000;1651.0000000;1648.8000000;1650.4000000;1680
02/17/22;12:48:00;1650.8000000;1651.0000000;1649.4000000;1650.0000000;842
02/17/22;12:49:00;1650.2000000;1650.2000000;1648.6000000;1649.0000000;515
02/17/22;12:50:00;1649.0000000;1649.6000000;1648.0000000;1648.0000000;5691
02/17/22;12:51:00;1648.6000000;1650.2000000;1648.0000000;1650.2000000;1809
02/17/22;12:52:00;1650.6000000;1651.0000000;1649.8000000;1650.6000000;796
02/17/22;12:53:00;1650.6000000;1650.6000000;1649.4000000;1649.4000000;899
02/17/22;12:54:00;1649.8000000;1652.0000000;1649.8000000;1651.0000000;2222
02/17/22;12:55:00;1651.2000000;1652.4000000;1651.0000000;1651.8000000;1189
02/17/22;12:56:00;1651.8000000;1652.6000000;1650.8000000;1652.6000000;801
02/17/22;12:57:00;1651.6000000;1654.0000000;1651.6000000;1653.4000000;1701
02/17/22;12:58:00;1653.4000000;1653.4000000;1652.0000000;1652.0000000;399
02/17/22;12:59:00;1652.6000000;1652.6000000;1652.0000000;1652.6000000;485
02/17/22;13:00:00;1652.6000000;1652.8000000;1651.8000000;1652.6000000;1111
02/17/22;13:01:00;1652.8000000;1652.8000000;1650.8000000;1651.0000000;1348
02/17/22;13:02:00;1651.0000000;1655.0000000;1651.0000000;1654.2000000;4034
02/17/22;13:03:00;1654.2000000;1657.0000000;1654.2000000;1656.0000000;3279
02/17/22;13:04:00;1656.0000000;1656.6000000;1654.4000000;1656.0000000;2713
02/17/22;13:05:00;1656.6000000;1657.6000000;1656.0000000;1656.8000000;1386
02/17/22;13:06:00;1656.0000000;1657.0000000;1655.6000000;1656.8000000;3860
02/17/22;13:07:00;1656.6000000;1656.6000000;1655.6000000;1656.0000000;545
02/17/22;13:08:00;1656.6000000;1657.0000000;1655.6000000;1656.0000000;1857
02/17/22;13:09:00;1657.0000000;1657.0000000;1655.2000000;1656.6000000;10211
02/17/22;13:10:00;1656.4000000;1657.0000000;1656.2000000;1657.0000000;894
02/17/22;13:11:00;1657.0000000;1657.0000000;1655.6000000;1656.6000000;2093
02/17/22;13:12:00;1656.8000000;1656.8000000;1656.0000000;1656.4000000;73
02/17/22;13:13:00;1656.4000000;1659.8000000;1655.8000000;1657.8000000;12701
02/17/22;13:14:00;1657.6000000;1660.0000000;1656.4000000;1658.6000000;7308
02/17/22;13:15:00;1658.6000000;1658.6000000;1657.2000000;1658.0000000;199
02/17/22;13:16:00;1658.0000000;1659.8000000;1658.0000000;1659.6000000;1118
02/17/22;13:17:00;1659.0000000;1659.6000000;1659.0000000;1659.4000000;449
02/17/22;13:18:00;1659.4000000;1663.0000000;1659.4000000;1662.6000000;6308
02/17/22;13:19:00;1662.2000000;1662.2000000;1661.0000000;1661.2000000;1012
02/17/22;13:20:00;1661.0000000;1661.8000000;1660.8000000;1661.2000000;644
02/17/22;13:21:00;1661.2000000;1661.8000000;1661.0000000;1661.6000000;617
02/17/22;13:22:00;1661.6000000;1661.6000000;1660.8000000;1661.0000000;466
02/17/22;13:23:00;1660.8000000;1661.4000000;1660.4000000;1660.4000000;596
02/17/22;13:24:00;1661.0000000;1661.0000000;1656.8000000;1657.4000000;20605
02/17/22;13:25:00;1657.2000000;1657.2000000;1650.6000000;1650.6000000;11632
02/17/22;13:26:00;1650.4000000;1652.0000000;1649.4000000;1651.2000000;3600
02/17/22;13:27:00;1652.0000000;1654.0000000;1650.8000000;1654.0000000;652
02/17/22;13:28:00;1653.0000000;1655.0000000;1653.0000000;1654.0000000;335
02/17/22;13:29:00;1654.0000000;1654.2000000;1652.6000000;1653.2000000;1299
02/17/22;13:30:00;1653.8000000;1654.8000000;1653.2000000;1653.6000000;499
02/17/22;13:31:00;1654.8000000;1654.8000000;1653.8000000;1654.0000000;250
02/17/22;13:32:00;1654.0000000;1654.8000000;1653.0000000;1653.6000000;481
02/17/22;13:33:00;1653.8000000;1654.6000000;1653.4000000;1654.4000000;240
02/17/22;13:34:00;1654.0000000;1654.2000000;1654.0000000;1654.2000000;424
02/17/22;13:35:00;1654.2000000;1654.2000000;1653.2000000;1653.8000000;639
02/17/22;13:36:00;1653.8000000;1653.8000000;1653.0000000;1653.6000000;251
02/17/22;13:37:00;1653.6000000;1653.6000000;1651.6000000;1651.6000000;1226
02/17/22;13:38:00;1652.0000000;1653.8000000;1651.4000000;1652.6000000;958
02/17/22;13:39:00;1652.2000000;1652.8000000;1651.8000000;1652.0000000;1264
02/17/22;13:40:00;1651.4000000;1652.2000000;1651.4000000;1652.2000000;225
02/17/22;13:41:00;1651.8000000;1653.8000000;1651.8000000;1653.4000000;811
02/17/22;13:42:00;1653.4000000;1654.0000000;1653.2000000;1653.2000000;71
02/17/22;13:43:00;1653.2000000;1654.8000000;1653.2000000;1654.4000000;617
02/17/22;13:44:00;1654.6000000;1655.4000000;1654.2000000;1654.6000000;128
02/17/22;13:45:00;1655.8000000;1657.4000000;1655.0000000;1657.2000000;1290
02/17/22;13:46:00;1657.4000000;1657.4000000;1655.4000000;1657.2000000;1523
02/17/22;13:47:00;1657.0000000;1657.4000000;1656.4000000;1657.4000000;47
02/17/22;13:48:00;1657.4000000;1657.8000000;1656.0000000;1656.0000000;597
02/17/22;13:49:00;1656.0000000;1656.8000000;1656.0000000;1656.8000000;46
02/17/22;13:50:00;1656.0000000;1657.0000000;1656.0000000;1657.0000000;810
02/17/22;13:51:00;1657.0000000;1659.0000000;1656.2000000;1659.0000000;1151
02/17/22;13:52:00;1658.4000000;1658.8000000;1657.6000000;1658.8000000;249
02/17/22;13:53:00;1659.0000000;1659.0000000;1658.0000000;1658.2000000;121
02/17/22;13:54:00;1658.2000000;1659.6000000;1658.2000000;1658.2000000;552
02/17/22;13:55:00;1658.6000000;1658.6000000;1656.8000000;1658.0000000;310
02/17/22;13:56:00;1657.8000000;1658.4000000;1657.0000000;1658.0000000;1233
02/17/22;13:57:00;1658.4000000;1658.6000000;1657.2000000;1657.8000000;571
02/17/22;13:58:00;1658.0000000;1659.0000000;1657.8000000;1657.8000000;270
02/17/22;13:59:00;1657.2000000;1657.6000000;1657.2000000;1657.6000000;136
02/17/22;14:00:00;1657.2000000;1657.8000000;1657.0000000;1657.6000000;260
02/17/22;14:01:00;1657.6000000;1657.8000000;1657.0000000;1657.2000000;412
02/17/22;14:02:00;1657.2000000;1657.6000000;1656.2000000;1657.2000000;404
02/17/22;14:03:00;1657.2000000;1657.2000000;1654.4000000;1654.4000000;1786
02/17/22;14:04:00;1654.4000000;1655.2000000;1654.4000000;1654.4000000;144
02/17/22;14:05:00;1655.2000000;1655.2000000;1651.4000000;1651.4000000;2205
02/17/22;14:06:00;1651.8000000;1651.8000000;1650.0000000;1650.0000000;1099
02/17/22;14:07:00;1650.0000000;1651.0000000;1649.6000000;1650.4000000;1227
02/17/22;14:08:00;1649.6000000;1650.4000000;1649.6000000;1650.4000000;308
02/17/22;14:09:00;1649.8000000;1651.2000000;1649.8000000;1651.0000000;365
02/17/22;14:10:00;1651.6000000;1651.6000000;1650.4000000;1651.0000000;361
02/17/22;14:11:00;1651.0000000;1651.0000000;1650.4000000;1650.4000000;270
02/17/22;14:12:00;1650.8000000;1652.6000000;1650.8000000;1652.6000000;1152
02/17/22;14:13:00;1653.0000000;1653.0000000;1651.4000000;1652.8000000;741
02/17/22;14:14:00;1652.8000000;1652.8000000;1651.8000000;1651.8000000;316
02/17/22;14:15:00;1652.0000000;1652.8000000;1651.4000000;1652.0000000;300
02/17/22;14:16:00;1652.0000000;1652.0000000;1651.4000000;1651.8000000;179
02/17/22;14:17:00;1651.6000000;1652.0000000;1651.4000000;1651.4000000;647
02/17/22;14:18:00;1651.2000000;1652.8000000;1651.2000000;1652.6000000;395
02/17/22;14:19:00;1652.6000000;1653.6000000;1651.4000000;1652.4000000;917
02/17/22;14:20:00;1651.6000000;1652.4000000;1650.4000000;1651.6000000;1442
02/17/22;14:21:00;1651.0000000;1651.0000000;1650.8000000;1651.0000000;612
